date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:25:42	99414/99414	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2003:54:27%20GMT	http://karomahaqiqah.com/img/aqiqah-malang-01.png	C:/Users/acs/Downloads/LPBlog/karomahaqiqah.com/img/aqiqah-malang-01.png	(from http://www.karomahaqiqah.com/)
14:25:43	2096/2096	---M--	200	added ('OK')	image/png	etag:%22v5c%22	https://4.bp.blogspot.com/-g6CjHkhcYUA/WH9u4ApEmiI/AAAAAAAAAFk/eFenCCERHtwfr1v0NSnoYN54XyDLUXasQCLcB/s1600/zul-ava.png	C:/Users/acs/Downloads/LPBlog/4.bp.blogspot.com/-g6CjHkhcYUA/WH9u4ApEmiI/AAAAAAAAAFk/eFenCCERHtwfr1v0NSnoYN54XyDLUXasQCLcB/s1600/zul-ava.png	(from http://www.karomahaqiqah.com/)
14:25:45	98168/98168	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2003:54:29%20GMT	http://karomahaqiqah.com/img/aqiqah-malang-02.png	C:/Users/acs/Downloads/LPBlog/karomahaqiqah.com/img/aqiqah-malang-02.png	(from http://www.karomahaqiqah.com/)
14:25:45	100900/100900	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2003:54:34%20GMT	http://karomahaqiqah.com/img/aqiqah-malang-03.png	C:/Users/acs/Downloads/LPBlog/karomahaqiqah.com/img/aqiqah-malang-03.png	(from http://www.karomahaqiqah.com/)
14:25:45	128698/128698	---M--	200	added ('OK')	image/png	etag:%22v391%22	https://4.bp.blogspot.com/-dz8lW_zs-3E/WsG_fa6JhMI/AAAAAAAAA48/0DEEpM8taD0_HFwxoW1lOSW1bV1Io_zUACLcBGAs/s1600/paket8.png	C:/Users/acs/Downloads/LPBlog/4.bp.blogspot.com/-dz8lW_zs-3E/WsG_fa6JhMI/AAAAAAAAA48/0DEEpM8taD0_HFwxoW1lOSW1bV1Io_zUACLcBGAs/s1600/paket8.png	(from http://www.karomahaqiqah.com/)
14:25:45	581/581	---M--	200	added ('OK')	image/png	etag:%22v5e%22	https://1.bp.blogspot.com/-h5KKXNL0Ikc/WH-Lnz__xDI/AAAAAAAAAF0/twe4faoOGIg5fbToV2Sr9Bfu5piTEyecACLcB/s1600/star.png	C:/Users/acs/Downloads/LPBlog/1.bp.blogspot.com/-h5KKXNL0Ikc/WH-Lnz__xDI/AAAAAAAAAF0/twe4faoOGIg5fbToV2Sr9Bfu5piTEyecACLcB/s1600/star.png	(from http://www.karomahaqiqah.com/)
14:25:46	2894/2894	---M--	200	added ('OK')	image/png	etag:%22v184%22	https://4.bp.blogspot.com/-4X5UTS8DVBk/WNhpPrC7XVI/AAAAAAAAAX8/kfpFiIIxdX8NbkDRjcmniUJOz49_bkEEQCLcB/s1600/call-icon.png	C:/Users/acs/Downloads/LPBlog/4.bp.blogspot.com/-4X5UTS8DVBk/WNhpPrC7XVI/AAAAAAAAAX8/kfpFiIIxdX8NbkDRjcmniUJOz49_bkEEQCLcB/s1600/call-icon.png	(from http://www.karomahaqiqah.com/)
14:25:46	1751/1751	---M--	200	added ('OK')	image/png	etag:%22v184%22	https://1.bp.blogspot.com/-moEiikjssEg/WNhpQeIfUMI/AAAAAAAAAYI/pe91i2eChsQ0rQ0W6S8-mXUOQkccUriagCLcB/s1600/sms-icon.png	C:/Users/acs/Downloads/LPBlog/1.bp.blogspot.com/-moEiikjssEg/WNhpQeIfUMI/AAAAAAAAAYI/pe91i2eChsQ0rQ0W6S8-mXUOQkccUriagCLcB/s1600/sms-icon.png	(from http://www.karomahaqiqah.com/)
14:25:47	3188/3188	---M--	200	added ('OK')	image/png	etag:%22v184%22	https://1.bp.blogspot.com/-C-VHuYpUzKY/WNhpQbLFfjI/AAAAAAAAAYM/fPYg6uxQFx4Y6Pzeqa7-e5MfLLoqtUfLQCLcB/s1600/whatsapp-icon.png	C:/Users/acs/Downloads/LPBlog/1.bp.blogspot.com/-C-VHuYpUzKY/WNhpQbLFfjI/AAAAAAAAAYM/fPYg6uxQFx4Y6Pzeqa7-e5MfLLoqtUfLQCLcB/s1600/whatsapp-icon.png	(from http://www.karomahaqiqah.com/)
14:25:48	2448/2448	---M--	200	added ('OK')	image/png	etag:%22v184%22	https://3.bp.blogspot.com/-dwZ9txNI5us/WNhpPgV66JI/AAAAAAAAAX4/zX2jpL3V_FMF5GgJ9asQ0ndzWBDgPSJmgCLcB/s1600/bbm-icon.png	C:/Users/acs/Downloads/LPBlog/3.bp.blogspot.com/-dwZ9txNI5us/WNhpPgV66JI/AAAAAAAAAX4/zX2jpL3V_FMF5GgJ9asQ0ndzWBDgPSJmgCLcB/s1600/bbm-icon.png	(from http://www.karomahaqiqah.com/)
14:25:50	2140/2140	---M--	200	added ('OK')	image/png	etag:%22v184%22	https://3.bp.blogspot.com/-zHZKRpMR1ss/WNhpQOLJVhI/AAAAAAAAAYE/D8yUkmn-EEUn6oxwEjKwihrEgztb7oJPQCLcB/s1600/telegram-icon.png	C:/Users/acs/Downloads/LPBlog/3.bp.blogspot.com/-zHZKRpMR1ss/WNhpQOLJVhI/AAAAAAAAAYE/D8yUkmn-EEUn6oxwEjKwihrEgztb7oJPQCLcB/s1600/telegram-icon.png	(from http://www.karomahaqiqah.com/)
14:25:50	279/279	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Oct%202018%2015:22:03%20GMT	http://www.blogger.com/img/logo-16.png	C:/Users/acs/Downloads/LPBlog/www.blogger.com/img/logo-16.png	(from http://www.karomahaqiqah.com/)
14:25:50	737/737	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Dec%202016%2001:00:57%20GMT	http://www.google.com/images/icons/ui/gprofile_button-16.png	C:/Users/acs/Downloads/LPBlog/www.google.com/images/icons/ui/gprofile_button-16.png	(from http://www.karomahaqiqah.com/)
14:25:52	80681/80681	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Oct%202018%2005:06:16%20GMT	http://www.karomahaqiqah.com/search/label/	C:/Users/acs/Downloads/LPBlog/www.karomahaqiqah.com/search/label/index.html	(from http://www.karomahaqiqah.com/)
14:25:53	145033/145033	---MC-	200	added ('OK')	text/javascript	date:Thu,%2018%20Oct%202018%2003:33:32%20GMT	https://www.blogger.com/static/v1/widgets/2518973450-widgets.js	C:/Users/acs/Downloads/LPBlog/www.blogger.com/static/v1/widgets/2518973450-widgets.js	(from http://www.karomahaqiqah.com/)
14:25:53	233/233	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Oct%202018%2008:13:47%20GMT	https://www.blogger.com/img/widgets/stats-flipper.png	C:/Users/acs/Downloads/LPBlog/www.blogger.com/img/widgets/stats-flipper.png	(from https://www.blogger.com/static/v1/widgets/2727757643-css_bundle_v2.css)
14:25:54	335/335	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Oct%202018%2011:08:57%20GMT	https://resources.blogblog.com/img/widgets/s_top.png	C:/Users/acs/Downloads/LPBlog/resources.blogblog.com/img/widgets/s_top.png	(from https://www.blogger.com/static/v1/widgets/2727757643-css_bundle_v2.css)
14:25:56	80681/80681	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Oct%202018%2005:06:16%20GMT	http://www.karomahaqiqah.com/search	C:/Users/acs/Downloads/LPBlog/www.karomahaqiqah.com/search.html	(from http://www.karomahaqiqah.com/search/label/)
14:25:59	145571/145571	---MC-	200	added ('OK')	text/javascript	date:Tue,%2023%20Oct%202018%2004:33:51%20GMT	https://www.blogger.com/static/v1/widgets/3113432887-widgets.js	C:/Users/acs/Downloads/LPBlog/www.blogger.com/static/v1/widgets/3113432887-widgets.js	(from http://www.karomahaqiqah.com/search/label/)
